top	sub
astro-ph/0403305	astro-ph/0610250
astro-ph/0407329	astro-ph/0610250
astro-ph/0408246	astro-ph/0610250
astro-ph/0302209	astro-ph/0610250
astro-ph/0604206	astro-ph/0610250
astro-ph/0310723	astro-ph/0610250
astro-ph/0603538	astro-ph/0610250
astro-ph/0407372	astro-ph/0610250
astro-ph/0609597	astro-ph/0610250
astro-ph/0604327	astro-ph/0610250
astro-ph/0305364	astro-ph/0610250
astro-ph/0608031	astro-ph/0610250
astro-ph/0402510	astro-ph/0610250
astro-ph/9812133	astro-ph/0610250
astro-ph/0201229	astro-ph/0610250
astro-ph/0105068	astro-ph/0610250
astro-ph/0309191	astro-ph/0610250
astro-ph/0407204	astro-ph/0610250
astro-ph/0507322	astro-ph/0610250
astro-ph/0702616	astro-ph/0610685
astro-ph/0606286	astro-ph/0610173
astro-ph/0609075	astro-ph/0610173
astro-ph/0607510	astro-ph/0610173
astro-ph/0605313	astro-ph/0610173
astro-ph/0405232	astro-ph/0610173
astro-ph/0107499	astro-ph/0610136
astro-ph/0306470	astro-ph/0610136
astro-ph/0109535	astro-ph/0610136
astro-ph/0506044	astro-ph/0610016
astro-ph/0407463	astro-ph/0610016
astro-ph/0602088	astro-ph/0610016
astro-ph/0603449	astro-ph/0610532
astro-ph/0307285	astro-ph/0610532
astro-ph/0607572	astro-ph/0610532
astro-ph/0604154	astro-ph/0610532
astro-ph/0303041	astro-ph/0610532
astro-ph/0307335	astro-ph/0610532
astro-ph/0601672	astro-ph/0610532
astro-ph/9809368	astro-ph/0610532
astro-ph/0511218	astro-ph/0610532
astro-ph/0606285	astro-ph/0610532
astro-ph/0606373	astro-ph/0610532
astro-ph/9801234	astro-ph/0610532
astro-ph/0611321	astro-ph/0610532
astro-ph/0307338	astro-ph/0610532
astro-ph/0306438	astro-ph/0610532
astro-ph/0610483	astro-ph/0610532
astro-ph/0604431	astro-ph/0610532
astro-ph/0509098	astro-ph/0610257
astro-ph/0603449	astro-ph/0610257
astro-ph/0312286	astro-ph/0610257
astro-ph/0608032	astro-ph/0610257
astro-ph/0606739	astro-ph/0610719
astro-ph/0603782	astro-ph/0610389
astro-ph/0310382	astro-ph/0610389
astro-ph/0407543	astro-ph/0610389
astro-ph/0304113	astro-ph/0610389
astro-ph/0605684	astro-ph/0610389
astro-ph/0603449	astro-ph/0610389
astro-ph/0404419	astro-ph/0610389
astro-ph/0312162	astro-ph/0610389
astro-ph/0308169	astro-ph/0610389
astro-ph/0605442	astro-ph/0610389
astro-ph/0604195	astro-ph/0610389
astro-ph/0308458	astro-ph/0610389
astro-ph/0409052	astro-ph/0610389
astro-ph/0603587	astro-ph/0610389
astro-ph/0603403	astro-ph/0610389
astro-ph/0607525	astro-ph/0610389
astro-ph/0609003	astro-ph/0610389
astro-ph/0406477	astro-ph/0610389
astro-ph/0604214	astro-ph/0610389
astro-ph/0311378	astro-ph/0610389
astro-ph/0506558	astro-ph/0610389
astro-ph/0608632	astro-ph/0610389
astro-ph/0309834	astro-ph/0610389
astro-ph/0605338	astro-ph/0610389
astro-ph/0210603	astro-ph/0610764
astro-ph/0603369	astro-ph/0610764
astro-ph/0608129	astro-ph/0610764
astro-ph/9710029	astro-ph/0610226
astro-ph/0505563	astro-ph/0610226
astro-ph/0302209	astro-ph/0610226
astro-ph/0603494	astro-ph/0610226
astro-ph/0507333	astro-ph/0610226
astro-ph/0208419	astro-ph/0610226
astro-ph/0603448	astro-ph/0610362
astro-ph/0102340	astro-ph/0610362
astro-ph/0603449	astro-ph/0610734
astro-ph/0610661	astro-ph/0610734
astro-ph/0604154	astro-ph/0610734
astro-ph/0610532	astro-ph/0610734
astro-ph/0303041	astro-ph/0610734
astro-ph/0402065	astro-ph/0610248
astro-ph/0603832	astro-ph/0610248
astro-ph/0603449	astro-ph/0610248
astro-ph/0601168	astro-ph/0610248
astro-ph/0507362	astro-ph/0610248
astro-ph/0502185	astro-ph/0610248
astro-ph/0509303	astro-ph/0610248
astro-ph/0605073	astro-ph/0610248
astro-ph/0307335	astro-ph/0610213
astro-ph/0512416	astro-ph/0610213
astro-ph/0506614	astro-ph/0610213
astro-ph/0505565	astro-ph/0610213
astro-ph/0609547	astro-ph/0610213
astro-ph/0607061	astro-ph/0610213
astro-ph/0606505	astro-ph/0610213
astro-ph/0507307	astro-ph/0610213
astro-ph/0412142	astro-ph/0610213
astro-ph/0405232	astro-ph/0610213
astro-ph/9809368	astro-ph/0610213
astro-ph/0402608	astro-ph/0610162
astro-ph/0509752	astro-ph/0610162
astro-ph/0107136	astro-ph/0610162
astro-ph/0505046	astro-ph/0610162
astro-ph/0510003	astro-ph/0610162
astro-ph/0212223	astro-ph/0610162
astro-ph/0205155	astro-ph/0610162
astro-ph/0512433	astro-ph/0610162
astro-ph/0412231	astro-ph/0610162
astro-ph/0008070	astro-ph/0610162
astro-ph/0409357	astro-ph/0610162
astro-ph/0212500	astro-ph/0610162
astro-ph/0506748	astro-ph/0610162
astro-ph/0403344	astro-ph/0610162
astro-ph/0502093	astro-ph/0610162
astro-ph/0403392	astro-ph/0610162
astro-ph/0510164	astro-ph/0610162
astro-ph/0102222	astro-ph/0610162
astro-ph/0507494	astro-ph/0610162
astro-ph/0102406	astro-ph/0610162
astro-ph/0201133	astro-ph/0610162
astro-ph/0310511	astro-ph/0610162
astro-ph/0512538	astro-ph/0610162
astro-ph/0105063	astro-ph/0610162
astro-ph/0402528	astro-ph/0610162
astro-ph/0509039	astro-ph/0610162
astro-ph/0104248	astro-ph/0610162
astro-ph/0512017	astro-ph/0610162
astro-ph/0605221	astro-ph/0610190
astro-ph/0602581	astro-ph/0610190
astro-ph/0602580	astro-ph/0610190
astro-ph/0509033	astro-ph/0610694
astro-ph/0601301	astro-ph/0610694
astro-ph/0610134	astro-ph/0610694
astro-ph/0603449	astro-ph/0610694
astro-ph/0510560	astro-ph/0610310
astro-ph/0205210	astro-ph/0610310
astro-ph/0311019	astro-ph/0610310
astro-ph/0212469	astro-ph/0610310
astro-ph/0410543	astro-ph/0610806
astro-ph/0605701	astro-ph/0610806
astro-ph/0401556	astro-ph/0610806
astro-ph/0603449	astro-ph/0610806
astro-ph/0503230	astro-ph/0610806
astro-ph/0207347	astro-ph/0610806
astro-ph/0308149	astro-ph/0610806
astro-ph/0011243	astro-ph/0610806
astro-ph/0307316	astro-ph/0610806
astro-ph/0604051	astro-ph/0610806
astro-ph/0506748	astro-ph/0610806
astro-ph/0303180	astro-ph/0610806
astro-ph/0510628	astro-ph/0610806
astro-ph/0511040	astro-ph/0610806
astro-ph/0310723	astro-ph/0610806
astro-ph/9908023	astro-ph/0610806
astro-ph/0412308	astro-ph/0610806
astro-ph/0209494	astro-ph/0610806
astro-ph/0603353	astro-ph/0610806
astro-ph/0407196	astro-ph/0610806
astro-ph/0402512	astro-ph/0610806
astro-ph/0604409	astro-ph/0610806
astro-ph/0504121	astro-ph/0610806
astro-ph/0601389	astro-ph/0610806
astro-ph/9711288	astro-ph/0610806
astro-ph/0407573	astro-ph/0610806
astro-ph/0610135	astro-ph/0610134
astro-ph/0608661	astro-ph/0610134
astro-ph/0605476	astro-ph/0610134
astro-ph/0608157	astro-ph/0610134
astro-ph/0510195	astro-ph/0610906
astro-ph/0607496	astro-ph/0610906
astro-ph/0602430	astro-ph/0610906
astro-ph/0603449	astro-ph/0610906
astro-ph/0507013	astro-ph/0610906
astro-ph/0603205	astro-ph/0610906
astro-ph/0603158	astro-ph/0610906
astro-ph/0606568	astro-ph/0610906
astro-ph/0510364	astro-ph/0610906
astro-ph/0606685	astro-ph/0610906
astro-ph/0606571	astro-ph/0610906
astro-ph/0606611	astro-ph/0610906
astro-ph/0605706	astro-ph/0610906
astro-ph/0102476	astro-ph/0610862
astro-ph/0502550	astro-ph/0610862
astro-ph/0510444	astro-ph/0610862
astro-ph/0402487	astro-ph/0610862
astro-ph/0410650	astro-ph/0610862
astro-ph/0307067	astro-ph/0610862
astro-ph/0404411	astro-ph/0610862
astro-ph/0401084	astro-ph/0610862
astro-ph/0604607	astro-ph/0610862
astro-ph/0310902	astro-ph/0610862
astro-ph/0410419	astro-ph/0610862
astro-ph/0605462	astro-ph/0610862
astro-ph/0102101	astro-ph/0610862
astro-ph/0512498	astro-ph/0610862
astro-ph/0508329	astro-ph/0610862
astro-ph/0010652	astro-ph/0610862
astro-ph/0212533	astro-ph/0610862
astro-ph/9806242	astro-ph/0610862
astro-ph/9902239	astro-ph/0610862
astro-ph/0406654	astro-ph/0610862
astro-ph/0610374	astro-ph/0610862
astro-ph/0510765	astro-ph/0610862
astro-ph/0607109	astro-ph/0610862
astro-ph/0405258	astro-ph/0610862
astro-ph/0306282	astro-ph/0610862
astro-ph/0603357	astro-ph/0610557
astro-ph/0511272	astro-ph/0610157
astro-ph/0607511	astro-ph/0610157
astro-ph/0604316	astro-ph/0610157
astro-ph/0603738	astro-ph/0610157
astro-ph/0605200	astro-ph/0610157
astro-ph/0601520	astro-ph/0610680
astro-ph/0108028	astro-ph/0610680
astro-ph/0603583	astro-ph/0610680
astro-ph/0603324	astro-ph/0610680
astro-ph/0307084	astro-ph/0610680
astro-ph/0306213	astro-ph/0610809
astro-ph/0508284	astro-ph/0610809
astro-ph/0506701	astro-ph/0610760
astro-ph/0603451	astro-ph/0610232
astro-ph/0603450	astro-ph/0610232
astro-ph/0508681	astro-ph/0610232
astro-ph/0611572	astro-ph/0610232
astro-ph/0603449	astro-ph/0610232
astro-ph/0511029	astro-ph/0610232
astro-ph/0512416	astro-ph/0610099
astro-ph/0606699	astro-ph/0610099
astro-ph/0311613	astro-ph/0610266
astro-ph/0605010	astro-ph/0610266
astro-ph/0312206	astro-ph/0610266
astro-ph/0603449	astro-ph/0610266
astro-ph/0511163	astro-ph/0610266
astro-ph/0602462	astro-ph/0610266
astro-ph/0207347	astro-ph/0610266
astro-ph/0408450	astro-ph/0610266
astro-ph/0611572	astro-ph/0610266
astro-ph/0302506	astro-ph/0610266
astro-ph/0501171	astro-ph/0610266
astro-ph/0606003	astro-ph/0610266
astro-ph/0701405	astro-ph/0610266
astro-ph/0212198	astro-ph/0610266
astro-ph/0308284	astro-ph/0610266
astro-ph/0312192	astro-ph/0610266
astro-ph/0403292	astro-ph/0610266
astro-ph/0206024	astro-ph/0610522
astro-ph/0512530	astro-ph/0610522
astro-ph/0508056	astro-ph/0610522
astro-ph/0406133	astro-ph/0610522
astro-ph/0411044	astro-ph/0610498
astro-ph/0511666	astro-ph/0610498
astro-ph/0409027	astro-ph/0610922
astro-ph/0509330	astro-ph/0610922
astro-ph/0608090	astro-ph/0610922
astro-ph/0607429	astro-ph/0610411
astro-ph/0603360	astro-ph/0610377
astro-ph/0603518	astro-ph/0610377
astro-ph/0604177	astro-ph/0610377
astro-ph/0502029	astro-ph/0610377
astro-ph/0608032	astro-ph/0610377
astro-ph/9707093	astro-ph/0610088
astro-ph/9903436	astro-ph/0610088
astro-ph/0002395	astro-ph/0610088
astro-ph/0309026	astro-ph/0610088
astro-ph/0103159	astro-ph/0610450
astro-ph/0607374	astro-ph/0610295
astro-ph/0607437	astro-ph/0610295
astro-ph/9712318	astro-ph/0610295
astro-ph/0409403	astro-ph/0610295
astro-ph/0309686	astro-ph/0610295
astro-ph/9812133	astro-ph/0610483
astro-ph/0303041	astro-ph/0610483
astro-ph/0311160	astro-ph/0610483
astro-ph/0606373	astro-ph/0610483
astro-ph/0307285	astro-ph/0610483
astro-ph/0307338	astro-ph/0610483
astro-ph/0306438	astro-ph/0610483
astro-ph/0510324	astro-ph/0610844
astro-ph/0310723	astro-ph/0610835
astro-ph/0302209	astro-ph/0610835
astro-ph/0301273	astro-ph/0610835
astro-ph/0302506	astro-ph/0610835
astro-ph/0402512	astro-ph/0610835
astro-ph/0210603	astro-ph/0610600
astro-ph/0603451	astro-ph/0610600
astro-ph/0606001	astro-ph/0610600
astro-ph/0604305	astro-ph/0610600
astro-ph/0603449	astro-ph/0610600
astro-ph/0302496	astro-ph/0610600
astro-ph/0208055	astro-ph/0610600
astro-ph/0611518	astro-ph/0610600
astro-ph/0405356	astro-ph/0610600
astro-ph/0306006	astro-ph/0610600
astro-ph/0407059	astro-ph/0610600
astro-ph/0306122	astro-ph/0610600
astro-ph/0302223	astro-ph/0610600
astro-ph/0509029	astro-ph/0610600
astro-ph/0406187	astro-ph/0610600
astro-ph/0408455	astro-ph/0610600
astro-ph/0409513	astro-ph/0610600
astro-ph/0502283	astro-ph/0610234
astro-ph/0503447	astro-ph/0610234
astro-ph/0005216	astro-ph/0610841
astro-ph/0603357	astro-ph/0610765
astro-ph/0509675	astro-ph/0610481
astro-ph/0609142	astro-ph/0610481
astro-ph/0603675	astro-ph/0610481
astro-ph/0501195	astro-ph/0610481
astro-ph/0606725	astro-ph/0610481
astro-ph/0610248	astro-ph/0610481
astro-ph/0610356	astro-ph/0610481
astro-ph/0607104	astro-ph/0610481
astro-ph/0610195	astro-ph/0610481
astro-ph/0609269	astro-ph/0610481
astro-ph/0605200	astro-ph/0610481
astro-ph/0601463	astro-ph/0610481
astro-ph/0606744	astro-ph/0610481
astro-ph/0611191	astro-ph/0610481
astro-ph/0606629	astro-ph/0610481
astro-ph/0609241	astro-ph/0610481
astro-ph/0610043	astro-ph/0610481
astro-ph/0608219	astro-ph/0610481
astro-ph/0603431	astro-ph/0610570
astro-ph/0601125	astro-ph/0610570
astro-ph/0511743	astro-ph/0610441
astro-ph/0505518	astro-ph/0610441
astro-ph/0601542	astro-ph/0610441
astro-ph/0411209	astro-ph/0610486
astro-ph/0602031	astro-ph/0610486
astro-ph/0212114	astro-ph/0610486
astro-ph/0510519	astro-ph/0610486
astro-ph/0110414	astro-ph/0610486
astro-ph/0410031	astro-ph/0610486
astro-ph/0509422	astro-ph/0610486
astro-ph/0310725	astro-ph/0610486
astro-ph/0306630	astro-ph/0610486
astro-ph/0511218	astro-ph/0610486
astro-ph/9611125	astro-ph/0610829
astro-ph/0603449	astro-ph/0610829
astro-ph/0302496	astro-ph/0610829
astro-ph/0204068	astro-ph/0610829
astro-ph/0303344	astro-ph/0610829
astro-ph/0603450	astro-ph/0610829
astro-ph/0207591	astro-ph/0610829
astro-ph/0607315	astro-ph/0610829
astro-ph/0603451	astro-ph/0610829
astro-ph/0506036	astro-ph/0610829
astro-ph/9604166	astro-ph/0610829
astro-ph/0501427	astro-ph/0610829
astro-ph/0609288	astro-ph/0610829
astro-ph/0202286	astro-ph/0610829
astro-ph/9609169	astro-ph/0610829
astro-ph/0110414	astro-ph/0610829
astro-ph/9710327	astro-ph/0610829
astro-ph/9904108	astro-ph/0610829
astro-ph/0108209	astro-ph/0610829
astro-ph/0210096	astro-ph/0610829
astro-ph/9909281	astro-ph/0610829
astro-ph/0409513	astro-ph/0610829
astro-ph/0305393	astro-ph/0610689
astro-ph/0111011	astro-ph/0610689
astro-ph/0505185	astro-ph/0610689
astro-ph/0107134	astro-ph/0610657
astro-ph/0310294	astro-ph/0610657
astro-ph/0411040	astro-ph/0610657
astro-ph/0302271	astro-ph/0610657
astro-ph/0009249	astro-ph/0610657
astro-ph/0606352	astro-ph/0610657
astro-ph/0302506	astro-ph/0610657
astro-ph/0503427	astro-ph/0610657
astro-ph/0403032	astro-ph/0610657
astro-ph/0105230	astro-ph/0610657
astro-ph/0608096	astro-ph/0610657
astro-ph/0605271	astro-ph/0610657
astro-ph/0207270	astro-ph/0610657
astro-ph/0606028	astro-ph/0610336
astro-ph/0512416	astro-ph/0610336
astro-ph/0006319	astro-ph/0610336
astro-ph/0212357	astro-ph/0610336
astro-ph/0302209	astro-ph/0610336
astro-ph/0501174	astro-ph/0610336
astro-ph/0001493	astro-ph/0610336
astro-ph/0112551	astro-ph/0610336
astro-ph/0501171	astro-ph/0610336
astro-ph/0206508	astro-ph/0610336
astro-ph/0307460	astro-ph/0610336
astro-ph/0407138	astro-ph/0610944
astro-ph/0203469	astro-ph/0610425
astro-ph/0603148	astro-ph/0610425
astro-ph/0509644	astro-ph/0610425
astro-ph/0311487	astro-ph/0610425
astro-ph/0203488	astro-ph/0610425
astro-ph/0509565	astro-ph/0610425
astro-ph/0609254	astro-ph/0610730
astro-ph/0606086	astro-ph/0610730
astro-ph/0608470	astro-ph/0610730
astro-ph/0606011	astro-ph/0610730
astro-ph/0608414	astro-ph/0610730
astro-ph/0512555	astro-ph/0610730
astro-ph/0210603	astro-ph/0610398
astro-ph/0603449	astro-ph/0610398
astro-ph/0405356	astro-ph/0610398
astro-ph/0607326	astro-ph/0610398
astro-ph/0506036	astro-ph/0610398
astro-ph/0507053	astro-ph/0610398
astro-ph/0608287	astro-ph/0610398
astro-ph/0511160	astro-ph/0610398
astro-ph/0602594	astro-ph/0610398
astro-ph/0610600	astro-ph/0610398
astro-ph/0606548	astro-ph/0610398
astro-ph/0509029	astro-ph/0610398
astro-ph/0503692	astro-ph/0610398
astro-ph/0603660	astro-ph/0610034
astro-ph/0602430	astro-ph/0610034
astro-ph/0306465	astro-ph/0610034
astro-ph/0408569	astro-ph/0610643
astro-ph/0006396	astro-ph/0610643
astro-ph/0210215	astro-ph/0610643
astro-ph/0505185	astro-ph/0610643
astro-ph/0206225	astro-ph/0610643
astro-ph/0601168	astro-ph/0610920
astro-ph/0608606	astro-ph/0610920
astro-ph/0605567	astro-ph/0610920
astro-ph/0001213	astro-ph/0610920
astro-ph/0511792	astro-ph/0610920
astro-ph/0607286	astro-ph/0610770
astro-ph/0606229	astro-ph/0610770
astro-ph/0509330	astro-ph/0610770
astro-ph/0603587	astro-ph/0610807
astro-ph/0606538	astro-ph/0610807
astro-ph/0603449	astro-ph/0610807
astro-ph/0605367	astro-ph/0610807
astro-ph/0604335	astro-ph/0610807
astro-ph/0606088	astro-ph/0610807
astro-ph/9508078	astro-ph/0610807
astro-ph/0605003	astro-ph/0610807
astro-ph/0603753	astro-ph/0610807
astro-ph/0605338	astro-ph/0610807
astro-ph/0311005	astro-ph/0610807
astro-ph/0604310	astro-ph/0610807
astro-ph/0608277	astro-ph/0610807
astro-ph/0408362	astro-ph/0610038
astro-ph/0312072	astro-ph/0610038
astro-ph/0610135	astro-ph/0610038
astro-ph/0609369	astro-ph/0610603
astro-ph/0609688	astro-ph/0610603
astro-ph/0610589	astro-ph/0610603
astro-ph/0506569	astro-ph/0610603
astro-ph/0608090	astro-ph/0610962
astro-ph/0507142	astro-ph/0610918
astro-ph/0603494	astro-ph/0610918
astro-ph/9904246	astro-ph/0610918
astro-ph/0303344	astro-ph/0610918
astro-ph/0503321	astro-ph/0610918
astro-ph/0001272	astro-ph/0610918
astro-ph/9508071	astro-ph/0610918
astro-ph/9912508	astro-ph/0610918
astro-ph/0511735	astro-ph/0610918
astro-ph/9812021	astro-ph/0610918
astro-ph/0108505	astro-ph/0610918
astro-ph/0608399	astro-ph/0610918
astro-ph/0609369	astro-ph/0610827
astro-ph/0609688	astro-ph/0610827
astro-ph/0506569	astro-ph/0610827
astro-ph/0607377	astro-ph/0610185
astro-ph/0012195	astro-ph/0610812
astro-ph/0601544	astro-ph/0610812
astro-ph/0610092	astro-ph/0610812
astro-ph/0603109	astro-ph/0610812
astro-ph/0610026	astro-ph/0610812
astro-ph/0510293	astro-ph/0610812
astro-ph/0506696	astro-ph/0610812
astro-ph/0511040	astro-ph/0610812
astro-ph/0301536	astro-ph/0610812
astro-ph/0609699	astro-ph/0610812
astro-ph/9904398	astro-ph/0610812
astro-ph/0412269	astro-ph/0610812
astro-ph/0305526	astro-ph/0610812
astro-ph/0302505	astro-ph/0610812
astro-ph/9702157	astro-ph/0610812
astro-ph/9702100	astro-ph/0610812
astro-ph/0402512	astro-ph/0610812
astro-ph/9910214	astro-ph/0610812
astro-ph/0403664	astro-ph/0610812
astro-ph/0511543	astro-ph/0610812
astro-ph/9807103	astro-ph/0610812
astro-ph/0505494	astro-ph/0610812
astro-ph/9908085	astro-ph/0610812
astro-ph/9812313	astro-ph/0610812
astro-ph/0302291	astro-ph/0610812
astro-ph/0404062	astro-ph/0610812
astro-ph/0205436	astro-ph/0610812
astro-ph/0207517	astro-ph/0610812
astro-ph/0504022	astro-ph/0610812
astro-ph/9905040	astro-ph/0610812
astro-ph/0508139	astro-ph/0610812
astro-ph/0301632	astro-ph/0610812
astro-ph/0603449	astro-ph/0610812
astro-ph/0305197	astro-ph/0610812
astro-ph/0508542	astro-ph/0610812
astro-ph/9810431	astro-ph/0610812
astro-ph/0610427	astro-ph/0610812
astro-ph/0511625	astro-ph/0610812
astro-ph/9711102	astro-ph/0610812
astro-ph/0610126	astro-ph/0610812
astro-ph/0601052	astro-ph/0610812
astro-ph/0507148	astro-ph/0610812
astro-ph/0604051	astro-ph/0610812
astro-ph/0512484	astro-ph/0610812
astro-ph/0505330	astro-ph/0610812
astro-ph/0605488	astro-ph/0610812
astro-ph/0501171	astro-ph/0610812
astro-ph/0003364	astro-ph/0610812
astro-ph/0605403	astro-ph/0610812
astro-ph/0005608	astro-ph/0610812
astro-ph/0604327	astro-ph/0610812
astro-ph/9709112	astro-ph/0610812
astro-ph/0508333	astro-ph/0610812
astro-ph/0112526	astro-ph/0610812
astro-ph/0104162	astro-ph/0610812
astro-ph/0501174	astro-ph/0610812
astro-ph/0109097	astro-ph/0610812
astro-ph/0601389	astro-ph/0610812
astro-ph/0409264	astro-ph/0610812
astro-ph/0407364	astro-ph/0610812
astro-ph/0407629	astro-ph/0610902
astro-ph/0609685	astro-ph/0610902
astro-ph/0501264	astro-ph/0610902
astro-ph/0410551	astro-ph/0610902
astro-ph/0608089	astro-ph/0610902
astro-ph/0603451	astro-ph/0610794
astro-ph/0409163	astro-ph/0610794
astro-ph/0205436	astro-ph/0610794
astro-ph/0701479	astro-ph/0610794
astro-ph/0602031	astro-ph/0610794
astro-ph/0510519	astro-ph/0610794
astro-ph/0307285	astro-ph/0610794
astro-ph/0402512	astro-ph/0610794
astro-ph/0410031	astro-ph/0610794
astro-ph/0012376	astro-ph/0610794
astro-ph/0107386	astro-ph/0610794
astro-ph/9812133	astro-ph/0610794
astro-ph/0509422	astro-ph/0610794
astro-ph/0310725	astro-ph/0610794
astro-ph/0603450	astro-ph/0610794
astro-ph/0306630	astro-ph/0610794
astro-ph/0610486	astro-ph/0610794
astro-ph/0602526	astro-ph/0610794
astro-ph/0603449	astro-ph/0610094
astro-ph/0604177	astro-ph/0610094
astro-ph/0608190	astro-ph/0610094
astro-ph/0610054	astro-ph/0610094
astro-ph/0608032	astro-ph/0610094
astro-ph/0607517	astro-ph/0610094
astro-ph/0512263	astro-ph/0610094
astro-ph/0604040	astro-ph/0610094
astro-ph/0606505	astro-ph/0610094
astro-ph/0604218	astro-ph/0610094
astro-ph/0602290	astro-ph/0610094
astro-ph/0603438	astro-ph/0610094
astro-ph/0604149	astro-ph/0610094
astro-ph/0603451	astro-ph/0610126
astro-ph/0605198	astro-ph/0610126
astro-ph/0607496	astro-ph/0610126
astro-ph/0504022	astro-ph/0610126
astro-ph/0604327	astro-ph/0610126
astro-ph/0609028	astro-ph/0610126
astro-ph/0608269	astro-ph/0610126
astro-ph/0603449	astro-ph/0610126
astro-ph/0610026	astro-ph/0610126
astro-ph/0608632	astro-ph/0610126
astro-ph/0608681	astro-ph/0610126
astro-ph/0507636	astro-ph/0610175
astro-ph/0609049	astro-ph/0610175
astro-ph/0606640	astro-ph/0610175
astro-ph/0508284	astro-ph/0610035
astro-ph/0608474	astro-ph/0610228
astro-ph/0611196	astro-ph/0610228
astro-ph/0606739	astro-ph/0610228
astro-ph/0605148	astro-ph/0610228
astro-ph/0210583	astro-ph/0610628
astro-ph/0605432	astro-ph/0610340
astro-ph/0605434	astro-ph/0610340
astro-ph/0302557	astro-ph/0610340
astro-ph/0601708	astro-ph/0610340
astro-ph/0501229	astro-ph/0610607
astro-ph/0602351	astro-ph/0610607
astro-ph/0512345	astro-ph/0610951
astro-ph/0508014	astro-ph/0610951
astro-ph/0608219	astro-ph/0610951
astro-ph/0502032	astro-ph/0610750
astro-ph/0309368	astro-ph/0610750
astro-ph/0602411	astro-ph/0610750
astro-ph/0603449	astro-ph/0610750
astro-ph/0002400	astro-ph/0610750
astro-ph/0402512	astro-ph/0610750
astro-ph/0607101	astro-ph/0610750
astro-ph/0505329	astro-ph/0610750
astro-ph/0610026	astro-ph/0610750
astro-ph/0510628	astro-ph/0610750
astro-ph/0309796	astro-ph/0610750
astro-ph/0608386	astro-ph/0610750
astro-ph/0501171	astro-ph/0610750
astro-ph/0308515	astro-ph/0610750
astro-ph/0603782	astro-ph/0610514
astro-ph/0310382	astro-ph/0610514
astro-ph/0304113	astro-ph/0610514
astro-ph/0603449	astro-ph/0610514
astro-ph/0404419	astro-ph/0610514
astro-ph/0312162	astro-ph/0610514
astro-ph/0404229	astro-ph/0610514
astro-ph/0308169	astro-ph/0610514
astro-ph/0605442	astro-ph/0610514
astro-ph/0604195	astro-ph/0610514
astro-ph/0308458	astro-ph/0610514
astro-ph/0409052	astro-ph/0610514
astro-ph/0607525	astro-ph/0610514
astro-ph/0603403	astro-ph/0610514
astro-ph/0302479	astro-ph/0610514
astro-ph/0311378	astro-ph/0610514
astro-ph/0506558	astro-ph/0610514
astro-ph/0309834	astro-ph/0610514
astro-ph/0505552	astro-ph/0610514
astro-ph/0608277	astro-ph/0610514
astro-ph/0210603	astro-ph/0610864
astro-ph/0610210	astro-ph/0610864
astro-ph/0411220	astro-ph/0610864
astro-ph/0610064	astro-ph/0610864
astro-ph/0502578	astro-ph/0610864
astro-ph/0506532	astro-ph/0610864
astro-ph/0504045	astro-ph/0610864
astro-ph/0307055	astro-ph/0610864
astro-ph/0604387	astro-ph/0610864
astro-ph/0410486	astro-ph/0610864
astro-ph/0411463	astro-ph/0610864
astro-ph/0504508	astro-ph/0610864
astro-ph/0506056	astro-ph/0610864
astro-ph/0309692	astro-ph/0610864
astro-ph/0212141	astro-ph/0610864
astro-ph/0406398	astro-ph/0610864
astro-ph/0312072	astro-ph/0610061
astro-ph/0506171	astro-ph/0610061
astro-ph/0604414	astro-ph/0610061
astro-ph/0603449	astro-ph/0610061
astro-ph/0503172	astro-ph/0610061
astro-ph/0610694	astro-ph/0610860
astro-ph/0605678	astro-ph/0610860
astro-ph/0602290	astro-ph/0610860
astro-ph/0605652	astro-ph/0610860
astro-ph/0606171	astro-ph/0610916
astro-ph/0301012	astro-ph/0610916
astro-ph/0601389	astro-ph/0610916
astro-ph/0610092	astro-ph/0610916
astro-ph/0403657	astro-ph/0610593
astro-ph/0304141	astro-ph/0610593
astro-ph/0507052	astro-ph/0610593
astro-ph/0511327	astro-ph/0610593
astro-ph/0411618	astro-ph/0610593
astro-ph/0508056	astro-ph/0610593
astro-ph/0502391	astro-ph/0610593
astro-ph/0503532	astro-ph/0610593
astro-ph/0411792	astro-ph/0610593
astro-ph/0111174	astro-ph/0610593
astro-ph/0403313	astro-ph/0610593
astro-ph/0504077	astro-ph/0610593
astro-ph/0406133	astro-ph/0610593
astro-ph/0603258	astro-ph/0610593
astro-ph/9708044	astro-ph/0610593
astro-ph/0005211	astro-ph/0610593
astro-ph/0603451	astro-ph/0610031
astro-ph/0602003	astro-ph/0610031
astro-ph/0512416	astro-ph/0610031
astro-ph/0303623	astro-ph/0610031
astro-ph/0608544	astro-ph/0610031
astro-ph/0603449	astro-ph/0610031
astro-ph/0605212	astro-ph/0610031
astro-ph/0610805	astro-ph/0610031
astro-ph/0607458	astro-ph/0610031
astro-ph/0403064	astro-ph/0610031
astro-ph/0608635	astro-ph/0610031
astro-ph/0607150	astro-ph/0610031
astro-ph/0610045	astro-ph/0610031
astro-ph/0608636	astro-ph/0610031
astro-ph/0608632	astro-ph/0610031
astro-ph/0609823	astro-ph/0610031
astro-ph/0601014	astro-ph/0610092
